System,Mean_Abs_Loading_LV1
Dopamine,0.49446910296038943
Acetylcholine,0.3584223022072904
Opioid,0.34944686802584185
Serotonin,0.34792793921229664
Cannabinoid,0.3301127937662753
Glutamate,0.31801426363420526
Histamine,0.23223082016597327
GABA,0.18470352807642434
Noradrenaline,0.11404398766372163
