,LV1
5HT1a,-0.2595065758509658
5HT1b,0.5779318155561344
5HT2a,0.44259189171355257
5HT4,0.13405514334087235
5HT6,0.05097612664206764
A4B2,0.49057284270502616
M1,0.29917107897719136
D1,-0.4761895269364717
D2,-0.31908093143669747
mGluR5,0.06731719510278596
NMDA,-0.6133282389274927
CB1,0.3573969850570303
GABAa,-0.1778344006983545
H3,0.19526988525314107
MOR,0.3122995043563935
5HTT,-0.7546456134588382
DAT,-0.695341887966772
VAChT,-0.3576555984699112
NET,0.17873875203331493
