ROI,T1w:T2w,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MOR,NET,NMDA,VAChT
7Networks_LH_Cont_Par_1,1.33107590675354,27.025729204170293,-0.06104200156065355,57.33636741962041,2.3397955836143955,0.4114238536372965,3.3351234582729696,9.946609061739133,1.290422679808121,12.5435313875746,-0.11431343817206356,25.032885033893848,767.0323398421447,15.439830399218112,3.768796420044013,-0.18580679993731744,20.320270937612825,0.010004677681022416,6.347855402848192,-0.23382522801669867
7Networks_LH_Cont_PFCl_1,1.283893585205078,29.202387322476262,1.6943190763256804,56.91286425373186,2.194383973069696,0.5023405111223517,4.406791323723444,11.189706191868362,1.3903231526285873,13.063587493073952,-0.249974338583022,26.751456901208677,793.5862806226851,17.63928345296667,3.773948803999572,0.6137131155940041,27.90072334013856,0.05879025211243108,6.165315195687347,-0.036021452279738395
7Networks_LH_Cont_pCun_1,1.3832206726074219,24.729052276457423,0.0385601080498681,51.75776013122433,2.140660982827856,0.46582169052722583,4.039008103441237,9.6343679435723,1.2494986272070554,13.635020647628698,-0.4962511413584661,26.406379903637383,791.6036275434494,17.018839653617963,4.039239613657048,0.5155108029745408,12.55976789215442,0.046703407416340506,6.752074454716253,-0.1583146737032216
7Networks_LH_Cont_Cing_1,1.4705216884613037,27.53940703173714,-0.7906526634764143,51.0125080767119,1.998285650781466,0.32952893321070403,5.609509323543307,9.989270969946565,1.2092748410864107,16.889900802227203,-0.8036407177212015,30.72085483074188,819.1264357492713,16.76639768922082,3.166720508800596,0.27094099154898466,20.77520853393922,-0.0022996370742191814,6.534557408510824,0.34776972924683786
7Networks_LH_Default_Temp_1,1.2095351219177246,40.435916218677455,-1.025808897055699,59.20765578863321,2.7440753136016327,0.5537138279264918,4.4382237487543685,9.192003548477166,1.425315477709167,14.875491431674371,2.213696001644511,27.595154429808773,694.1696257307312,15.85956661220026,3.999253834228148,0.33203855331320364,26.116873580910404,-0.00968814217312255,6.543141600529355,-0.07426986213873017
7Networks_LH_Default_Temp_2,1.3005142211914062,34.26586025743495,0.19531061019903967,63.38012427595189,2.7608217154689214,0.5586393038637025,4.46805792661852,9.890952266676196,1.3410243728692903,14.037532870136832,1.5423097028526835,28.105960271373295,768.6252353095706,16.3911302846019,4.0065723728844205,0.6349801238496079,22.495330261017383,0.036830986491559914,6.859524194897014,0.02237366623273455
7Networks_LH_Default_Par_1,1.3253594636917114,31.79764202268319,0.4151738845582076,62.21246679672422,2.72572498562654,0.5091213683306535,4.732560325590409,9.979994442475203,1.3629348094493554,12.367851054731094,0.9151431745047669,27.04286523660024,789.0222677318854,16.73869488117473,4.068269469537858,1.0217655603988411,22.253905223670397,0.035365095088163837,6.263263232837329,-0.04164754860543031
7Networks_LH_Default_Par_2,1.259390354156494,26.95082945573766,0.10444496678617432,58.36034895153891,2.6358973514730484,0.37114389061577374,3.719789160389341,9.450806837071504,1.3747474700714997,11.458850738818708,0.09406036893599602,24.521187382667808,722.8497651476813,14.794181341052267,3.7093658728609658,0.41710391007484543,22.998373379509314,-0.039702298094514435,5.534944574220463,-0.23885162065503832
7Networks_LH_Default_PFC_1,1.209639549255371,37.238657669412504,0.2798786510348818,53.29044600434782,2.1615809082437014,0.5096162798698788,6.761170408323417,10.027930563890958,1.3744118785295611,18.231498603506235,1.7196281543542715,32.46714382257936,752.2633942575403,20.934955408472224,3.6799565557181046,0.8166866233232749,31.13176618456183,-0.021777319822458473,6.939982471008404,0.18506367265958928
7Networks_LH_Default_PFC_2,1.256476640701294,27.596581739979843,1.1199978287559023,58.77549255104984,2.2325549425497813,0.5067813564594039,4.467722316472213,10.979376548004389,1.4321761198885647,12.9044505218538,0.0375077443935059,26.20334085629141,711.5178533401461,18.653582086937917,3.9889493234664735,0.4336055095237701,25.60326200745654,0.05027018948187431,6.054844708756321,-0.0885760518182738
